embarrassingly	-1.7	0.64031	[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]
embarrassment	-1.9	0.53852	[-2, -2, -1, -2, -2, -2, -2, -1, -3, -2]
embarrassments	-1.7	0.64031	[-2, -1, -2, -1, -1, -2, -2, -1, -2, -3]
embittered	-0.4	1.35647	[1, -2, -1, 1, -2, 2, 0, -1, 0, -2]
embrace	1.3	1.34536	[3, 2, 1, 3, 2, -1, 2, 1, -1, 1]
emergency	-1.6	2.05913	[-3, -3, -3, -3, -4, 2, 1, -1, 1, -3]
emotional	0.6	1.0198	[1, -1, 0, 0, 0, 2, 0, 2, 2, 0]
empathetic	1.7	1.1	[-1, 3, 2, 2, 2, 1, 3, 1, 2, 2]
emptied	-0.7	0.64031	[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]
emptier	-0.7	0.64031	[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]
emptiers	-0.7	0.78102	[0, 0, -1, 0, -1, -1, -2, 0, -2, 0]
empties	-0.7	0.64031	[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]
emptiest	-1.8	1.07703	[-1, -2, -2, -1, -1, -2, -3, 0, -4, -2]
emptily	-1.0	1.41421	[-2, 2, -1, -1, -1, 0, -4, -1, -1, -1]
emptiness	-1.9	0.7	[-2, -2, -3, -2, -2, -1, -1, -3, -1, -2]
emptinesses	-1.5	1.11803	[-1, -1, -3, -1, -1, -1, -2, 0, -4, -1]
emptins	-0.3	0.45826	[0, 0, 0, -1, 0, 0, 0, -1, -1, 0]
empty	-0.8	0.74833	[-1, -1, -1, -1, -1, -1, -2, 0, -1, 1]
emptying	-0.6	1.0198	[2, -1, -1, 0, -1, 0, -1, -1, -2, -1]
enchanted	1.6	0.8	[1, 3, 1, 2, 1, 3, 1, 2, 1, 1]
encourage	2.3	0.78102	[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]
encouraged	1.5	0.5	[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]
encouragement	1.8	0.9798	[2, 1, 2, 1, 1, 3, 1, 2, 4, 1]
encouragements	2.1	0.7	[3, 2, 3, 2, 1, 2, 3, 2, 2, 1]
encourager	1.5	0.5	[2, 1, 2, 1, 1, 2, 1, 1, 2, 2]
encouragers	1.5	0.5	[2, 2, 1, 1, 2, 2, 1, 1, 2, 1]
encourages	1.9	0.53852	[2, 2, 1, 2, 2, 1, 2, 2, 2, 3]
encouraging	2.4	0.66332	[2, 3, 2, 3, 3, 2, 3, 2, 1, 3]
encouragingly	2.0	0.7746	[1, 1, 1, 3, 2, 2, 2, 3, 2, 3]
endorse	1.3	0.9	[0, 1, 0, 1, 3, 2, 2, 2, 1, 1]
endorsed	1.0	0.89443	[1, 2, 0, 1, 1, 0, 1, 0, 3, 1]
endorsement	1.3	0.9	[0, 1, 2, 2, 1, 2, 0, 1, 3, 1]
endorses	1.4	0.4899	[1, 2, 1, 2, 1, 1, 1, 2, 2, 1]
enemies	-2.2	0.6	[-2, -3, -1, -2, -2, -3, -2, -3, -2, -2]
enemy	-2.5	0.92195	[-3, -2, -3, -3, -3, -4, -1, -3, -1, -2]
energetic	1.9	0.53852	[2, 1, 3, 2, 2, 2, 1, 2, 2, 2]
energetically	1.8	0.6	[2, 2, 1, 1, 2, 2, 3, 1, 2, 2]
energetics	0.3	0.64031	[1, 0, 0, 0, 0, 0, 2, 0, 0, 0]
energies	0.9	1.04403	[1, 0, 0, 2, 0, 1, 3, 2, 0, 0]
energise	2.2	0.4	[2, 2, 2, 2, 2, 2, 3, 2, 3, 2]
energised	2.1	0.53852	[2, 3, 1, 2, 2, 2, 3, 2, 2, 2]
energises	2.2	0.6	[3, 3, 2, 2, 1, 3, 2, 2, 2, 2]
energising	1.9	0.7	[2, 3, 1, 2, 2, 3, 2, 1, 1, 2]
energization	1.6	0.66332	[1, 2, 1, 3, 1, 1, 2, 2, 2, 1]
energizations	1.5	1.11803	[1, 0, 3, 1, 3, 0, 1, 1, 2, 3]
energize	2.1	0.7	[2, 2, 2, 1, 3, 2, 3, 2, 3, 1]
energized	2.3	0.64031	[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]
energizer	2.1	0.53852	[3, 2, 2, 2, 2, 2, 2, 3, 1, 2]
energizers	1.7	0.9	[2, 0, 2, 3, 3, 1, 1, 2, 2, 1]
energizes	2.1	0.53852	[3, 2, 3, 2, 2, 2, 2, 2, 1, 2]
energizing	2.0	0.63246	[3, 3, 2, 1, 2, 2, 1, 2, 2, 2]
energy	1.1	0.83066	[0, 2, 0, 2, 1, 1, 2, 1, 2, 0]
engage	1.4	0.8	[1, 2, 3, 2, 1, 1, 0, 1, 2, 1]
engaged	1.7	1.1	[1, 1, 2, 2, 1, 0, 2, 3, 4, 1]
engagement	2.0	1.34164	[0, 0, 3, 4, 4, 2, 1, 2, 2, 2]
engagements	0.6	0.8	[1, 0, 0, 2, 0, 2, 0, 0, 1, 0]
engager	1.1	0.7	[1, 1, 0, 2, 1, 0, 2, 1, 2, 1]
engagers	1.0	0.7746	[1, 1, 1, 0, 2, 1, 0, 2, 2, 0]
engages	1.0	0.7746	[1, 1, 0, 2, 1, 0, 1, 2, 2, 0]
engaging	1.4	0.4899	[2, 2, 1, 1, 2, 1, 1, 1, 1, 2]
engagingly	1.5	0.67082	[1, 2, 3, 1, 1, 1, 1, 1, 2, 2]
engrossed	0.6	1.49666	[0, 2, 0, 2, -2, 2, 3, -1, 0, 0]
enjoy	2.2	0.6	[3, 2, 2, 2, 3, 2, 2, 3, 2, 1]
enjoyable	1.9	0.53852	[3, 2, 2, 1, 2, 1, 2, 2, 2, 2]
enjoyableness	1.9	1.13578	[2, 2, 2, 2, 1, 3, 3, 3, -1, 2]
enjoyably	1.8	0.4	[2, 2, 2, 1, 2, 1, 2, 2, 2, 2]
enjoyed	2.3	0.64031	[2, 2, 1, 3, 3, 3, 2, 2, 2, 3]
enjoyer	2.2	0.6	[2, 2, 1, 3, 3, 2, 2, 2, 2, 3]
enjoyers	2.2	0.74833	[2, 4, 2, 2, 2, 2, 2, 3, 2, 1]
enjoying	2.4	0.66332	[2, 2, 2, 3, 3, 3, 1, 3, 2, 3]
enjoyment	2.6	0.4899	[2, 3, 2, 3, 2, 3, 2, 3, 3, 3]
enjoyments	2.0	0.7746	[3, 1, 1, 3, 2, 1, 2, 2, 2, 3]
enjoys	2.3	0.45826	[2, 3, 2, 2, 2, 3, 2, 3, 2, 2]
enlighten	2.3	1.1	[2, 2, 1, 3, 2, 1, 1, 4, 3, 4]
enlightened	2.2	0.87178	[4, 2, 3, 1, 2, 2, 1, 3, 2, 2]
enlightening	2.3	0.64031	[3, 2, 2, 2, 2, 2, 2, 4, 2, 2]
enlightens	1.7	1.00499	[2, 1, 1, 1, 1, 2, 4, 1, 3, 1]
ennui	-1.2	0.6	[-1, -1, -1, -2, -1, -1, -2, -1, 0, -2]
enrage	-2.6	0.91652	[-3, -3, -3, -4, -1, -1, -3, -2, -3, -3]
enraged	-1.7	1.79165	[-3, -3, -3, -3, 2, -1, -3, -1, 1, -3]
enrages	-1.8	1.6	[-3, -3, -3, -3, 1, -1, -3, -1, 1, -3]
enraging	-2.8	0.74833	[-4, -2, -3, -2, -2, -3, -3, -2, -4, -3]
enrapture	3.0	0.63246	[2, 4, 3, 3, 4, 3, 3, 2, 3, 3]
enslave	-3.1	0.9434	[-3, -4, -2, -4, -4, -2, -4, -2, -4, -2]
enslaved	-1.7	2.41039	[3, -3, -3, -3, -4, -4, -4, 1, -1, 1]
enslaves	-1.6	2.15407	[2, -2, -3, -2, -4, -4, -4, 1, -1, 1]
ensure	1.6	0.91652	[2, 1, 3, 1, 1, 2, 3, 2, 0, 1]
ensuring	1.1	0.9434	[0, 1, 3, 1, 1, 2, 1, 0, 2, 0]
enterprising	2.3	0.78102	[3, 2, 1, 3, 3, 2, 1, 2, 3, 3]
entertain	1.3	0.64031	[1, 2, 1, 1, 2, 1, 2, 0, 1, 2]
entertained	1.7	0.64031	[1, 2, 2, 1, 2, 1, 1, 3, 2, 2]
entertainer	1.6	1.2	[1, 4, 2, 2, 0, 0, 1, 3, 1, 2]
entertainers	1.0	0.7746	[0, 1, 2, 2, 0, 0, 1, 1, 2, 1]
entertaining	1.9	0.83066	[1, 2, 1, 1, 3, 2, 3, 2, 3, 1]
entertainingly	1.9	0.53852	[2, 1, 2, 3, 2, 2, 1, 2, 2, 2]
entertainment	1.8	0.9798	[2, 0, 4, 2, 2, 1, 2, 2, 1, 2]
entertainments	2.3	1.18743	[3, 3, 3, 2, 1, 0, 3, 4, 1, 3]
entertains	2.4	0.66332	[2, 2, 2, 2, 2, 3, 4, 3, 2, 2]
enthral	0.4	1.42829	[2, 2, 0, 2, 0, -1, -2, 2, 0, -1]
enthuse	1.6	0.66332	[1, 2, 1, 1, 3, 1, 2, 2, 2, 1]
enthused	2.0	0.63246	[3, 3, 1, 2, 2, 2, 2, 1, 2, 2]
enthuses	1.7	0.78102	[2, 3, 1, 2, 1, 3, 1, 1, 1, 2]
enthusiasm	1.9	0.9434	[3, 3, 3, 2, 1, 0, 2, 1, 2, 2]
enthusiasms	2.0	0.89443	[1, 3, 2, 2, 3, 2, 0, 2, 3, 2]
enthusiast	1.5	0.67082	[1, 2, 2, 2, 0, 1, 1, 2, 2, 2]
enthusiastic	2.2	0.9798	[1, 2, 3, 4, 2, 3, 2, 1, 1, 3]
enthusiastically	2.6	0.66332	[3, 3, 3, 2, 3, 3, 3, 3, 2, 1]
enthusiasts	1.4	0.91652	[1, 1, 0, 3, 3, 2, 1, 1, 1, 1]
enthusing	1.9	0.7	[2, 1, 2, 1, 2, 3, 2, 1, 2, 3]
entitled	1.1	0.83066	[2, 2, 1, 1, 2, 1, 1, -1, 1, 1]
entrusted	0.8	1.46969	[3, 0, 2, 2, 1, 1, -1, 0, -2, 2]
envied	-1.1	0.83066	[-1, -2, -2, 1, -2, -1, -1, -1, -1, -1]
envier	-1.0	0.7746	[-1, -2, -2, -1, -1, 1, -1, -1, -1, -1]
enviers	-1.1	1.13578	[-3, -1, 0, -3, -1, -1, -1, -1, 1, -1]
envies	-0.8	0.9798	[-1, -2, -2, 1, -1, 1, -1, -1, -1, -1]
envious	-1.1	0.83066	[-2, -1, -1, -1, -2, -1, -1, 1, -2, -1]
envy	-1.1	0.83066	[-2, -1, -1, -2, -1, -1, -1, 1, -1, -2]
envying	-0.8	1.32665	[-1, -1, -1, -1, -3, 2, -2, -1, 1, -1]
envyingly	-1.3	1.55242	[-2, 3, -2, -2, -1, -3, -1, -1, -2, -2]
erroneous	-1.8	0.6	[-2, -3, -2, -2, -2, -2, -1, -1, -1, -2]
error	-1.7	0.64031	[-2, -1, -2, -1, -2, -1, -1, -2, -3, -2]
errors	-1.4	0.66332	[-2, -1, -2, 0, -2, -2, -1, -1, -1, -2]
escape	0.7	1.00499	[2, 0, 0, 1, 0, 1, 0, 3, 0, 0]
escapes	0.5	1.36015	[4, 1, 1, 0, -1, 0, -1, 0, 1, 0]
escaping	0.2	1.46969	[-2, 2, -1, 0, 1, 0, 2, 2, -2, 0]
esteemed	1.9	0.83066	[3, 2, 1, 2, 3, 1, 1, 2, 3, 1]
ethical	2.3	0.78102	[3, 3, 3, 3, 2, 2, 1, 3, 2, 1]
euphoria	3.3	0.9	[4, 4, 3, 3, 3, 4, 4, 4, 1, 3]
euphoric	3.2	0.87178	[3, 4, 3, 3, 3, 4, 4, 4, 1, 3]
eviction	-2.0	0.63246	[-2, -2, -3, -2, -3, -2, -1, -2, -1, -2]
evil	-3.4	0.91652	[-4, -4, -4, -3, -3, -4, -1, -4, -3, -4]
evildoer	-3.1	0.7	[-2, -3, -3, -3, -4, -4, -3, -2, -3, -4]
evildoers	-2.4	0.4899	[-3, -3, -2, -2, -2, -2, -2, -2, -3, -3]
evildoing	-3.1	0.7	[-4, -4, -3, -3, -3, -4, -2, -3, -2, -3]
evildoings	-2.5	1.0247	[-3, -1, -1, -3, -4, -2, -4, -2, -2, -3]
eviler	-2.1	1.13578	[-2, -1, -3, -2, -4, -3, -1, -2, 0, -3]
evilest	-2.5	1.0247	[-3, -4, -1, -3, -2, -3, -1, -4, -2, -2]
eviller	-2.9	0.83066	[-3, -3, -4, -2, -2, -3, -2, -4, -2, -4]
evillest	-3.3	0.78102	[-3, -4, -2, -3, -4, -2, -4, -4, -3, -4]
evilly	-3.4	0.8	[-2, -4, -4, -4, -3, -4, -4, -4, -3, -2]
evilness	-3.1	1.04403	[-3, -4, -4, -4, -4, -2, -3, -2, -1, -4]
evils	-2.7	0.78102	[-3, -2, -2, -4, -4, -2, -3, -2, -3, -2]
exaggerate	-0.6	0.66332	[-1, -1, -1, 0, -1, 0, 1, -1, -1, -1]
exaggerated	-0.4	1.2	[-1, -1, -1, -1, -1, 2, 1, 1, -2, -1]
exaggerates	-0.6	1.28062	[-1, -1, -1, -1, -1, 1, 0, 2, -3, -1]
exaggerating	-0.7	0.9	[-1, -2, 0, -1, 0, 0, -2, -1, 1, -1]
exasperated	-1.8	1.53623	[-4, -3, -3, -1, -1, -1, 1, -1, -4, -1]
excel	2.0	1.0	[3, 0, 2, 3, 1, 1, 3, 3, 2, 2]
excelled	2.2	0.87178	[1, 2, 2, 2, 3, 2, 4, 3, 2, 1]
excellence	3.1	0.9434	[4, 3, 4, 3, 2, 3, 1, 4, 3, 4]
excellences	2.5	0.92195	[4, 2, 2, 2, 4, 3, 2, 2, 3, 1]
excellencies	2.4	0.4899	[3, 2, 3, 3, 2, 2, 2, 2, 3, 2]
excellency	2.5	0.80623	[4, 2, 3, 3, 2, 3, 1, 3, 2, 2]
excellent	2.7	0.64031	[2, 3, 3, 3, 3, 2, 3, 2, 2, 4]
excellently	3.1	0.7	[4, 3, 3, 3, 2, 3, 3, 4, 4, 2]
excelling	2.5	0.67082	[2, 2, 3, 3, 3, 2, 2, 4, 2, 2]
excels	2.5	0.92195	[4, 2, 4, 2, 2, 1, 2, 3, 3, 2]
excelsior	0.7	0.64031	[1, 0, 0, 2, 0, 1, 1, 1, 1, 0]
excitabilities	1.5	1.0247	[2, 0, 1, 1, 3, 1, 2, 3, 2, 0]
excitability	1.2	0.87178	[0, 1, 1, 0, 1, 2, 3, 1, 2, 1]
excitable	1.5	0.92195	[2, 3, 1, 0, 1, 2, 2, 0, 2, 2]
excitableness	1.0	1.09545	[0, 0, 2, 0, 2, 0, 2, 0, 1, 3]
excitant	1.8	1.16619	[1, 0, 1, 3, 2, 0, 3, 3, 2, 3]
excitants	1.2	0.9798	[1, 0, 1, 2, 2, 2, 1, -1, 2, 2]
excitation	1.8	0.87178	[2, 0, 3, 1, 3, 2, 2, 2, 1, 2]
excitations	1.8	1.16619	[3, 3, -1, 2, 2, 2, 1, 1, 3, 2]
excitative	0.3	0.78102	[0, 1, 1, 0, 0, 0, 2, 0, -1, 0]
excitatory	1.1	1.7	[-1, 2, 2, 1, 2, 2, 2, 3, -3, 1]
excite	2.1	1.22066	[1, 2, 2, 1, 2, 0, 4, 4, 3, 2]
excited	1.4	0.4899	[1, 1, 2, 1, 2, 1, 2, 1, 1, 2]
excitedly	2.3	0.9	[3, 3, 2, 3, 1, 3, 1, 3, 1, 3]
excitement	2.2	0.4	[2, 2, 2, 3, 3, 2, 2, 2, 2, 2]
excitements	1.9	0.53852	[2, 1, 2, 3, 2, 2, 2, 2, 2, 1]
exciter	1.9	0.9434	[3, 2, 3, 1, 0, 1, 2, 3, 2, 2]
exciters	1.4	1.42829	[1, 2, 0, 1, 2, 4, 0, -1, 3, 2]
excites	2.1	0.83066	[2, 3, 3, 2, 0, 2, 2, 3, 2, 2]
exciting	2.2	0.87178	[3, 2, 1, 1, 1, 3, 3, 3, 2, 3]
excitingly	1.9	0.9434	[3, 2, 3, 0, 1, 2, 1, 2, 2, 3]
exciton	0.3	0.64031	[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]
excitonic	0.2	0.6	[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
excitons	0.8	0.6	[1, 2, 0, 1, 1, 0, 0, 1, 1, 1]
excitor	0.5	0.67082	[2, 0, 0, 0, 1, 1, 1, 0, 0, 0]
exclude	-0.9	1.13578	[-1, -2, -1, -3, -1, 1, -1, -1, 1, -1]
excluded	-1.4	1.62481	[-2, -1, -3, -3, -2, -3, -2, 1, -1, 2]
exclusion	-1.2	1.249	[-2, -2, -3, -1, -2, -1, -1, -1, 2, -1]
exclusive	0.5	0.92195	[0, 0, 0, -1, 2, 0, 1, 2, 1, 0]
excruciate	-2.7	0.64031	[-2, -3, -2, -3, -3, -2, -4, -3, -2, -3]
excruciated	-1.3	1.9	[-4, -1, -4, 0, 2, -2, -1, -1, -3, 1]
excruciates	-1.0	2.19089	[-4, 1, -4, 0, 1, -3, -1, 1, -3, 2]
excruciating	-3.3	0.9	[-3, -4, -4, -4, -4, -4, -4, -2, -2, -2]
excruciatingly	-2.9	1.04403	[-2, -4, -3, -2, -4, -1, -2, -3, -4, -4]
excruciation	-3.4	0.66332	[-4, -3, -2, -4, -4, -3, -4, -3, -3, -4]
excruciations	-1.9	1.51327	[-3, -3, -2, -4, -1, -1, 1, -4, -1, -1]
excuse	0.3	1.73494	[0, 0, 3, -1, 0, -1, -2, 0, 4, 0]
exempt	0.4	0.91652	[1, 0, 0, 0, 2, -1, 0, 0, 2, 0]
exhaust	-1.2	0.87178	[0, -1, 0, -1, -1, -3, -2, -2, -1, -1]
exhausted	-1.5	1.28452	[-2, -1, 2, -2, -3, -2, -2, -1, -2, -2]
exhauster	-1.3	0.64031	[-1, -1, 0, -1, -2, -1, -1, -2, -2, -2]
exhausters	-1.3	0.45826	[-2, -1, -2, -1, -1, -2, -1, -1, -1, -1]
exhaustibility	-0.8	1.07703	[0, -2, -3, 0, 1, -1, -1, -1, 0, -1]
exhaustible	-1.0	0.63246	[-1, -1, 0, -1, -2, -2, -1, 0, -1, -1]
exhausting	-1.5	0.5	[-1, -2, -1, -1, -2, -1, -2, -2, -1, -2]
exhaustion	-1.5	0.92195	[-2, -1, 1, -2, -2, -2, -2, -1, -2, -2]
exhaustions	-1.1	0.9434	[-1, -3, -2, -1, -1, -1, -1, 1, -1, -1]
exhaustive	-0.5	0.67082	[-1, -1, 0, -1, -2, 0, 0, 0, 0, 0]
exhaustively	-0.7	0.78102	[-2, 0, -1, -1, -1, -2, 0, 0, 0, 0]
exhaustiveness	-1.1	1.3	[-2, -2, 0, -1, -1, 1, -4, -1, 0, -1]
exhaustless	0.2	1.8868	[1, 1, 0, 2, 3, 0, -2, 2, -2, -3]
exhaustlessness	0.9	1.75784	[2, 2, 1, 1, -4, 2, 1, 2, 0, 2]
exhausts	-1.1	0.53852	[-2, -1, 0, -1, -1, -2, -1, -1, -1, -1]
exhilarated	3.0	0.63246	[3, 3, 3, 3, 2, 2, 4, 4, 3, 3]
exhilarates	2.8	1.07703	[4, 3, 3, 3, 0, 2, 3, 4, 3, 3]
exhilarating	1.7	1.61555	[3, 4, 3, 2, -1, 1, 1, 3, -1, 2]
exonerate	1.8	0.74833	[2, 2, 2, 2, 3, 2, 1, 0, 2, 2]
exonerated	1.8	1.83303	[3, -2, 2, 3, 2, 4, 3, 1, -1, 3]
exonerates	1.6	1.90788	[3, -2, 1, 2, 3, 4, 0, 3, -1, 3]
exonerating	1.0	1.41421	[2, -2, 3, 0, 0, 2, 0, 2, 2, 1]
expand	1.3	0.64031	[0, 2, 2, 1, 1, 1, 2, 1, 2, 1]
expands	0.4	0.66332	[0, 1, 0, 0, 0, 0, 0, 0, 2, 1]
expel	-1.9	1.44568	[0, -4, -3, -1, -3, -1, 0, -2, -4, -1]
expelled	-1.0	1.94936	[-1, -2, 2, -2, -4, -3, -2, 1, 2, -1]
expelling	-1.6	1.49666	[-2, -2, -2, -2, -2, -3, -4, -1, 1, 1]
expels	-1.6	1.11355	[-4, -2, 0, -3, -1, -1, -1, -2, -1, -1]
exploit	-0.4	1.62481	[-2, -1, -1, 2, -2, -2, 2, -1, 2, -1]
exploited	-2.0	1.0	[-3, -3, -1, -1, -1, -4, -2, -2, -1, -2]
exploiting	-1.9	1.22066	[0, -3, -3, 0, -2, -3, -1, -1, -3, -3]
exploits	-1.4	0.8	[-2, -2, -2, -1, -1, 0, -2, 0, -2, -2]
exploration	0.9	0.7	[2, 2, 0, 1, 1, 0, 1, 0, 1, 1]
explorations	0.3	1.1	[1, 1, 0, 0, 1, 2, 1, -2, -1, 0]
expose	-0.6	0.8	[-1, -1, 0, 0, -2, 1, -1, 0, -1, -1]
exposed	-0.3	1.18743	[-2, -1, 0, 2, 0, 0, -1, 1, -2, 0]
exposes	-0.5	0.92195	[-1, -1, 0, 2, -1, 0, -1, -1, -1, -1]
exposing	-1.1	0.7	[-2, -2, -1, -1, 0, -2, -1, -1, 0, -1]
extend	0.7	0.78102	[2, 0, 0, 0, 1, 2, 1, 1, 0, 0]
extends	0.5	0.80623	[2, 0, 2, 0, 0, 0, 1, 0, 0, 0]
exuberant	2.8	0.6	[2, 3, 2, 3, 2, 4, 3, 3, 3, 3]
exultant	3.0	1.18322	[4, 4, 3, 0, 3, 4, 3, 3, 2, 4]
exultantly	1.4	1.49666	[3, 2, 4, 1, 1, 2, -2, 1, 1, 1]
fab	2.0	1.0	[2, 1, 1, 3, 1, 2, 2, 4, 3, 1]
fabulous	2.4	0.8	[2, 2, 3, 4, 3, 3, 1, 2, 2, 2]
fabulousness	2.8	1.07703	[4, 1, 4, 3, 1, 3, 3, 2, 4, 3]
fad	0.9	0.83066	[2, 0, 1, 1, 1, 0, 0, 2, 2, 0]
fag	-2.1	0.83066	[-3, -1, -2, -4, -2, -2, -2, -1, -2, -2]
faggot	-3.4	0.8	[-2, -4, -4, -3, -2, -4, -4, -4, -3, -4]
faggots	-3.2	0.9798	[-2, -4, -4, -4, -3, -4, -4, -3, -1, -3]
fail	-2.5	0.67082	[-2, -3, -3, -3, -4, -2, -2, -2, -2, -2]
failed	-2.3	0.9	[-2, -3, -1, -2, -2, -1, -3, -3, -4, -2]
failing	-2.3	1.1	[-2, -3, -3, -3, -4, -1, -2, -2, 0, -3]
failingly	-1.4	0.8	[-1, -3, -2, -1, 0, -1, -2, -1, -2, -1]
failings	-2.2	1.07703	[-2, -2, -3, -4, -1, -2, -1, -1, -4, -2]
faille	0.1	0.3	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
fails	-1.8	0.74833	[-2, -3, -2, -3, -2, -2, -1, -1, -1, -1]
failure	-2.3	1.00499	[-3, -1, -3, -2, -1, -2, -3, -1, -4, -3]
failures	-2.0	0.63246	[-1, -2, -1, -2, -3, -2, -2, -3, -2, -2]
fainthearted	-0.3	1.34536	[3, -1, -1, -1, -2, -1, 0, 1, -1, 0]
fair	1.3	1.00499	[0, 1, 1, 2, 4, 1, 1, 1, 1, 1]
faith	1.8	0.6	[1, 3, 2, 2, 1, 2, 2, 2, 1, 2]
faithed	1.3	1.00499	[3, 2, 1, 2, 1, 2, -1, 1, 1, 1]
faithful	1.9	0.83066	[1, 3, 2, 2, 1, 1, 3, 3, 2, 1]
faithfully	1.8	1.07703	[3, 1, 2, 2, 4, 1, 0, 1, 2, 2]
faithfulness	1.9	0.53852	[1, 2, 2, 3, 2, 2, 2, 1, 2, 2]
faithless	-1.0	0.89443	[-1, -1, -1, -2, -2, -1, -1, 0, 1, -2]
faithlessly	-0.9	1.51327	[-1, -2, -1, -3, -2, -1, 3, 0, -1, -1]
faithlessness	-1.8	1.249	[-3, -2, 1, -2, -2, -1, -2, -1, -4, -2]
faiths	1.8	0.9798	[2, 3, 1, 1, 3, 3, 0, 2, 2, 1]
fake	-2.1	0.9434	[-2, -2, -1, -1, -1, -3, -3, -4, -2, -2]
fakes	-1.8	1.07703	[-2, -3, -2, -2, -3, 1, -2, -2, -1, -2]
faking	-1.8	0.87178	[-3, -1, -2, -1, -2, -2, -3, -2, 0, -2]
fallen	-1.5	0.80623	[-1, -1, -2, -2, -1, -3, 0, -1, -2, -2]
falling	-0.6	1.8	[-2, -2, -1, 0, -1, 3, -3, 2, 0, -2]
falsified	-1.6	0.91652	[-4, -1, -1, -2, -1, -1, -2, -2, -1, -1]
falsify	-2.0	0.7746	[-2, -1, -3, -3, -1, -2, -2, -2, -1, -3]
fame	1.9	1.13578	[0, 2, 1, 2, 2, 4, 1, 3, 3, 1]
fan	1.3	0.78102	[2, 0, 1, 1, 2, 1, 1, 3, 1, 1]
fantastic	2.6	0.91652	[1, 3, 3, 3, 2, 4, 4, 2, 2, 2]
fantastical	2.0	1.18322	[-1, 3, 2, 2, 2, 2, 3, 1, 3, 3]
fantasticalities	2.1	1.04403	[2, 4, 2, 2, 1, 1, 2, 4, 1, 2]
fantasticality	1.7	1.26886	[4, 1, 0, 2, 2, 1, 4, 1, 1, 1]
fantasticalness	1.3	1.9	[2, 3, -3, 0, 3, 2, 2, 3, -1, 2]
fantasticate	1.5	1.96214	[1, 2, -3, 1, 4, 1, 3, 4, 0, 2]
fantastico	0.4	1.49666	[0, 0, 2, 0, 2, -2, 1, -1, -1, 3]
farce	-1.7	0.45826	[-2, -2, -1, -2, -2, -1, -1, -2, -2, -2]
fascinate	2.4	1.0198	[4, 2, 2, 3, 1, 2, 3, 4, 1, 2]
fascinated	2.1	0.83066	[2, 2, 2, 3, 1, 2, 4, 2, 1, 2]
fascinates	2.0	0.44721	[2, 3, 1, 2, 2, 2, 2, 2, 2, 2]
fascination	2.2	0.74833	[2, 1, 3, 3, 2, 3, 2, 2, 1, 3]
fascinating	2.5	0.92195	[3, 3, 3, 4, 2, 3, 2, 3, 1, 1]
fascist	-2.6	0.8	[-3, -3, -2, -2, -2, -3, -1, -3, -4, -3]
fascists	-0.8	1.6	[-2, -3, -1, 1, -1, 2, -3, 1, -1, -1]
fatal	-2.5	1.62788	[-2, -3, -3, -4, -3, -3, 2, -4, -2, -3]
fatalism	-0.6	1.8	[0, 0, -3, -4, -1, 1, 0, 2, -2, 1]
fatalisms	-1.7	0.9	[-2, -4, -2, -2, -2, -1, -1, -1, -1, -1]
fatalist	-0.5	1.56525	[0, 0, -1, -4, -1, 2, 0, 1, -2, 0]
fatalistic	-1.0	1.34164	[-3, -1, -3, -1, 1, 0, 1, -2, -1, -1]
fatalists	-1.2	0.87178	[0, -2, -1, -2, -1, 0, -1, -1, -3, -1]
fatalities	-2.9	0.7	[-2, -3, -3, -4, -2, -2, -3, -4, -3, -3]
fatality	-3.5	0.67082	[-2, -4, -4, -4, -3, -4, -4, -4, -3, -3]
fatally	-3.2	0.74833	[-3, -2, -4, -2, -3, -4, -4, -3, -3, -4]
fatigue	-1.0	0.7746	[-2, -1, -1, -1, 1, -1, -2, -1, -1, -1]
fatigued	-1.4	0.4899	[-2, -1, -1, -2, -1, -1, -2, -2, -1, -1]
fatigues	-1.3	1.00499	[-2, -1, -1, -2, -1, 1, -3, -2, -1, -1]
fatiguing	-1.2	0.6	[-1, -2, -2, -1, 0, -2, -1, -1, -1, -1]
fatiguingly	-1.5	0.80623	[-1, 0, -3, -2, -1, -1, -2, -1, -2, -2]
fault	-1.7	0.64031	[-1, -2, -2, -2, -1, -1, -2, -2, -1, -3]
faulted	-1.4	0.4899	[-2, -2, -1, -2, -1, -1, -1, -1, -2, -1]
faultfinder	-0.8	1.32665	[-3, -2, -2, -1, 1, 1, 1, -1, -1, -1]
faultfinders	-1.5	0.80623	[-2, -2, -1, -3, -2, -1, 0, -1, -1, -2]
faultfinding	-2.1	0.83066	[-3, -2, -1, -2, -1, -3, -1, -3, -2, -3]
faultier	-2.1	0.7	[-3, -3, -3, -1, -2, -2, -2, -1, -2, -2]
faultiest	-2.1	0.53852	[-3, -1, -2, -2, -2, -2, -2, -2, -3, -2]
